v,ta,td,sa,sd,E,P,¦Ç,¦µ,¦¤,k
0,5,91,0.2833234154879814,0.8540496990580267,88,3,0.99,B,0.008437499999999999,67.0
1,7,91,0.3422403734466859,0.871201631907871,71,3,0.97,C,0.010246478873239437,51.0
2,7,95,0.3216343531699842,0.8495934061627408,77,4,0.97,B,0.012597402597402597,41.0
3,4,94,0.2892880026084568,0.8816135149354566,76,5,0.98,A,0.01611842105263158,36.0
4,8,87,0.35568687013130695,0.8326776056067657,90,4,0.98,B,0.010888888888888889,43.0
5,1,95,0.30701129660524784,0.8364473921554434,73,6,0.98,B,0.020136986301369862,26.0
6,4,94,0.2895426774774068,0.883969633841887,88,4,0.98,C,0.011136363636363637,53.0
7,8,87,0.31315449008073354,0.8991757525000026,92,3,0.98,A,0.007989130434782608,73.0
8,2,95,0.3802432165623129,0.8241741140554246,85,4,0.99,A,0.011647058823529411,38.0
9,4,95,0.3495793104144211,0.8783444346851339,74,4,0.98,C,0.013243243243243243,39.0
10,5,92,0.29411270620912405,0.8992310409145603,88,4,0.96,C,0.010909090909090908,55.0
11,7,92,0.3619550682225451,0.8320870883629318,77,6,0.98,C,0.01909090909090909,24.0
12,8,95,0.2711634756999241,0.8004080827886801,87,4,0.96,A,0.011034482758620689,47.0
13,2,90,0.316171648618632,0.8972289566144032,92,3,0.96,B,0.007826086956521738,74.0
14,2,87,0.34969130827639583,0.8910862021726256,86,3,0.99,A,0.008633720930232557,62.0
15,6,93,0.35540120416274446,0.8732703045058158,90,3,0.98,B,0.008166666666666666,63.0
16,5,94,0.2959495450195267,0.8290107286857622,79,6,0.96,C,0.018227848101265823,29.0
17,1,94,0.37866745080708986,0.8743525511740051,93,5,0.95,A,0.012768817204301076,38.0
18,3,86,0.3460139124453192,0.8438802218565015,71,3,0.99,C,0.010457746478873238,47.0
19,2,88,0.31905997503989847,0.8916311059456554,72,5,0.95,C,0.016493055555555556,34.0
20,1,89,0.32815010971463,0.8471909862647353,81,3,0.99,B,0.009166666666666667,56.0
21,8,94,0.2844311225430131,0.8267347352584298,88,6,0.98,A,0.016704545454545455,32.0
22,8,95,0.37492489621140024,0.8633436419121603,94,5,0.98,B,0.013031914893617023,37.0
23,4,93,0.3552318710655915,0.8320597589156703,82,3,0.96,C,0.008780487804878048,54.0
24,1,95,0.28428055505703,0.8757679316259117,88,3,0.98,B,0.008352272727272727,70.0
25,1,92,0.3341997271575953,0.889282905777937,78,5,0.96,B,0.015384615384615384,36.0
26,2,95,0.39254563602593784,0.8217470448714889,93,5,0.99,A,0.013306451612903227,32.0
27,4,86,0.27190451788688214,0.8590044385943532,81,5,0.98,B,0.015123456790123458,38.0
28,9,93,0.28692315863272494,0.845378865204615,88,4,0.95,C,0.010795454545454546,51.0
29,9,94,0.3842997692170518,0.8815235571890045,75,6,0.97,C,0.0194,25.0
30,8,94,0.25251720397465033,0.8670118690067187,70,5,0.99,C,0.01767857142857143,34.0
31,9,88,0.3327201976265224,0.8887130040272458,73,4,0.98,C,0.013424657534246575,41.0
32,9,90,0.25413756807501325,0.8434282457237952,81,4,0.99,A,0.012222222222222223,48.0
33,2,90,0.3145108545561974,0.8110346240692675,74,5,0.96,A,0.016216216216216217,30.0
